Категория;Товар;Цена;Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;Диаметр;Высота;Вес;Долговечность;Упаковка;"Срок годности"
"Букеты, Букеты/Хризантемы, По случаю/Поздравление, По случаю/Благодарность, Композиции/Осенние, Стиль/Желтый, Стиль/Фиолетовый, Кому/Женщине, Кому/Дедушке, Кому/Мужчине, Кому/Бабушке, Кому/Коллеге, Кому/Подруге";"День и ночь";8590.00;den-i-noch;1;1;;"Букет большой (50-60см)";;;;"День и ночь";"День и ночь, Букеты, Хризантемы";"лента большая 2 шт. хризантема одиночная 51 шт.4";"<p>лента большая 2 шт.<br />хризантема одиночная 51 шт.4</p>";;den-i-noch_b.jpg;;;;;;
"Букеты, Букеты/Герберы , Букеты/Розы, По случаю/День рождения, По случаю/Поздравление, По случаю/Сказать люблю, По случаю/Благодарность, Композиции/Авторские букеты, Стиль/Красный, Стиль/Белый, Кому/Любимой, Кому/Женщине, Кому/Жене, Кому/Коллеге";Беатриче;6200.00;beatriche;1;;;"Средний (30-35см)";;;;Беатриче;"Беатриче, Букеты, Герберы , Розы";"ваза 1 шт  гербера 13 шт  гипсофила 1 шт  лента 1 шт  роза 50 см 25 шт  рускус 20 шт";"<p>ваза 1 шт<br /> гербера 13 шт<br /> гипсофила 1 шт<br /> лента 1 шт<br /> роза 50 см 25 шт<br /> рускус 20 шт</p>";;beatriche_b.jpg;;;;;;
"По случаю, По случаю/Свадьба, Букеты, Букеты/Альстромерии, Букеты/Лилии, По случаю/На свадьбу, Композиции/Авторские букеты, Стиль/Нежный, Стиль/Белый, Кому/Любимой, Кому/Молодоженам";"История любви";3930.00;istoriya-lyubvi;1;;;"Букет малый (15-20см)";;;;"История любви";"История любви, По случаю";"альстромерия 3 шт. берграсс 7 шт. бутоньерка 1 шт. гипсофила 2 шт. лента 4 шт. лилия ветка 3 шт. портбукетница 1 шт. рускус 5 шт. эустома (лизиантус) 3 шт.";"<p>альстромерия 3 шт.<br />берграсс 7 шт.<br />бутоньерка 1 шт.<br />гипсофила 2 шт.<br />лента 4 шт.<br />лилия ветка 3 шт.<br />портбукетница 1 шт.<br />рускус 5 шт.<br />эустома (лизиантус) 3 шт.</p>";;istorija-ljubvi_b.jpg;;;;;;
"Букеты, Букеты/Тюльпаны, Стиль/Красный, Композиции/Настольные, По случаю/День рождения, По случаю/Поздравление, По случаю/Благодарность, По случаю/Бизнес-поздравления, Кому/Женщине, Композиции/Корзины с цветами, Композиции/Цветы в корзинах, Кому/Любимой, Кому/Жене, Кому/Маме";Кармен-сюита;13070.00;karmen-syuita;1;;;"Большой (35-50см)";;;;Кармен-сюита;"Кармен-сюита, Букеты, Тюльпаны, Красный, Настольные";"корзина большая 1 шт  лента 1 шт  тюльпан 150 шт";"<p>корзина большая 1 шт<br /> лента 1 шт<br /> тюльпан 150 шт</p>";;karmen-sjuita_b.jpg;;;;;;
"По случаю, По случаю/На свадьбу, Букеты/Розы, Букеты, Композиции/Летние, Композиции/Зимние, Стиль/Красный, Кому/Любимой";"La paloma";2580.00;la-paloma;1;1;;"Малый (15-20см)";;;;"La paloma";"La paloma, По случаю, Букеты";"бутоньерка 1 шт. лента 4 шт. портбукетница 1 шт. роза 50 см 21 шт.";"<p>бутоньерка 1 шт.<br />лента 4 шт.<br />портбукетница 1 шт.<br />роза 50 см 21 шт.</p>";;la-paloma_b.jpg;;;;;;
"Букеты, Букеты/Тюльпаны, По случаю/Поздравление, По случаю/День рождения, Композиции/Весенние, Стиль/Красный, Кому/Женщине, Кому/Подруге, Кому/Мужу, Кому/Коллеге, Кому/Жене, Кому/Бабушке, Кому/Учителю, Кому/Маме";"Душе покоя нет…";2070.00;dushe-pokoya-net;1;;;"Средний (25-30см)";;;;"Душе покоя нет…";"Душе покоя нет…, Букеты, Тюльпаны";"лента шт  ромашка 4 шт  тюльпан 21 шт  крафт-бумага 1 шт";"<p>лента шт<br /> ромашка 4 шт<br /> тюльпан 21 шт<br /> крафт-бумага 1 шт</p>";;dushe-pokoja-net_b.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю/Поздравление, По случаю/Бизнес-поздравления, По случаю/День рождения, По случаю/Благодарность, Композиции/Корзины с цветами, Композиции/Цветы в корзинах, Стиль/Розовый, Стиль/Нежный, Кому/Любимой, Кому/Семье, Кому/Маме";"Розы для Розиты";3210.00;rozy-dlya-rozity;1;;;"Малый (15-20см)";;;;"Розы для Розиты";"Розы для Розиты, Букеты, Розы";"пиафлор малый 3 шт. роза 60 см 15 шт. эвкалипт 1 шт. ящик деревянный 1 шт.";"<p>пиафлор малый 3 шт.<br />роза 60 см 15 шт.<br />эвкалипт 1 шт.<br />ящик деревянный 1 шт.</p>";;modnaja-shtuchka_b_1.jpg;;;;;;
"Букеты, Букеты/Розы, Стиль/Нежный, По случаю/Поздравление, По случаю/На свадьбу, Композиции/Авторские букеты, Кому/Любимой";"Кремовое наслаждение";3080.00;kremovoe-naslazhdenie;1;;;"Малый (15-20см)";;;;"Кремовое наслаждение";"Кремовое наслаждение, Букеты, Розы, Нежный";"аспарагус умбеллатус 1 шт  берграсс 1 шт  бутоньерка 1 шт  гипсофила 2 шт  лента 4 шт  портбукетница 1 шт  роза Талея 11 шт  рускус 5 шт";"<p>аспарагус умбеллатус 1 шт<br /> берграсс 1 шт<br /> бутоньерка 1 шт<br /> гипсофила 2 шт<br /> лента 4 шт<br /> портбукетница 1 шт<br /> роза Талея 11 шт<br /> рускус 5 шт</p>";;kremovoe-naslazhdenie-_b.jpg;;;;;;
"Букеты, Букеты/Герберы , Стиль/Нежный, Композиции/Корзины с цветами, Композиции/Цветы в корзинах, По случаю/Поздравление, По случаю/День рождения, Стиль/Белый, Кому/Женщине, Кому/Маме, Кому/Любимой, Кому/Мужчине, Кому/Подруге, Кому/Сестре, Кому/Учителю, Кому/Бабушке";"Бежин луг";2950.00;bezhin-lug;1;;;"Малый (15-20см)";;;;"Бежин луг";"Бежин луг, Букеты, Герберы , Нежный, Корзины с цветами";"аспарагус умбеллатус 1 шт  гербера 7 шт  декор 1 шт  фрезия 7 шт  пиафлор малый 1 шт  краспедия 5 шт  коробка подарочная средняя 1 шт  калина 1 шт";"<p>аспарагус умбеллатус 1 шт<br /> гербера 7 шт<br /> декор 1 шт<br /> фрезия 7 шт<br /> пиафлор малый 1 шт<br /> краспедия 5 шт<br /> коробка подарочная средняя 1 шт<br /> калина 1 шт</p>";;bezhin-lug_b.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю/День рождения, По случаю/Поздравление, Композиции/Авторские букеты, Стиль/Красный, Стиль/Белый, Стиль/Желтый, Стиль/Разноцветный, Кому/Мужчине, Кому/Мужу, Кому/Женщине";Импровизация;3220.00;improvizatsiya;1;1;;"Малый (15-20см)";;;;Импровизация;"Импровизация, Букеты, Розы, День рождения";"лента 1 шт  роза 60 см 21 шт  сетка 1 шт";"<p>лента 1 шт<br /> роза 60 см 21 шт<br /> сетка 1 шт</p>";;samocvety_b.jpg;;;;;;
